Sajora Dispensary,Salehe Kaisi,784393650,,Mtwara,,Dispensary,YES,CZ
Somo Dispensary,,,,Mtwara,,Dispensary,YES,CZ
Birigita Dispensary ,Hildegard Vogt,652193553,"brigitadispensary@yahoo.de, rainer_vogt@yahoo.de",Lindi,,Dispensary,YES,CZ
Bukama Ikizu SDA Dispensary,,,,Mara,,Dispensary,YES,LZ
Bukwe SDA Dispensary,,,,Mara,Musoma - Rorya,Dispensary,YES,LZ
Busengwe SDA Dispensary,,,,Mara,Musoma Rural,Dispensary,YES,LZ
Bwasi SDA Dispensary,,,,Mara,Musoma Rural,Dispensary,YES,LZ
Cada Dispensary,Gabriel Karumura,786391616,,Mara,Tarime,Dispensary,YES,LZ
Goodwill Hospital,,,,Mara,Rorya,Hospital,YES,LZ
Huruma Watoto Dispensary,,,,Mara,Tarime,Dispensary,YES,LZ
Ikizu High School SDA Dispensary,,,,Mara,,Dispensary,YES,LZ
Isabaya Dispensary,Donard Kisaka,0784 886763,,Mara,Serengeti - Mugumu,Dispensary,YES,LZ
Kada Dispensary,,,,Mara,Musoma,Dispensary,YES,LZ
Kamunyonge SDA Dispensary,,,,Mara,Musoma - Tarime,Dispensary,YES,LZ
Kibumaye SDA Dispensary,,,,Mara,Musoma Rural,Dispensary,YES,LZ
Manga Women Dispensary,C. C. Munico,,drmuniko@hotmail.com,Mara,Musoma,Dispensary,YES,LZ
Mkono Huruma Dispensary,,,,Mara,Bunda,Dispensary,YES,LZ
Mokami Dispensary,M Mokami,,,Mara,,Dispensary,YES,LZ
Nabungara SDA Dispensary,,,,Mara,,Dispensary,YES,LZ
Nansio SDA Dispensary,,,,Mara,Ukerewe,Dispensary,YES,LZ
Nyabasi Dispensary,,,,Mara,Tarime,Dispensary,YES,LZ
Nyabihore SDA Dispensary,,,,Mara,Musoma - Serengeti,dispensary,YES,LZ
Omega Medical Services,Dr P.T Temu,744397218,omegamedical175@yahoo.com,Mara,Musoma,Medical Centre,YES,LZ
RAO Hospital,Dr P. Ziki Mayo,787256863,"raocoop@africaonline.co.tz, ",Mara,Tarime - Shirati,Hospital,YES,LZ
Sachita Hospital ,Dr Peter Mwera,784471566,"sachota97@yahoo.co.uk,",Mara,Tarime,Hospital,YES,LZ
Sayuni Dispensary,,,,Mara,,Dispensary,YES,LZ
Sota Dispensary,Dr Ester Kawira,757415876,,Mara,Shirati,Dispensary,YES,LZ
Sota Health Clinic,,,,Mara,Shirati,Clinic,YES,LZ
St Ernest Dispensary,Mr Ernest Aloo,784531110,,Mara,Rorya,Dispensary,YES,LZ
St Mary Health Centre,,,,Mara,Shirati - Masonga,Health Centre,YES,LZ
Tarime Dispensary,Dr P. K. Hungiro,784481967,"tarimedispensary@yahoo.com, ",Mara,Tarime,Dispensary,YES,LZ
Tarime SDA Dispensary,,,,Mara,Musoma Rural,Dispensary,YES,LZ
Ukerewe SDA Dispensary,,,,Mara,Ukerewe,Dispensary,YES,LZ
Usimau Dispensary,,,,Mara,,Dispensary,YES,LZ
Kigoma International Dispensary ,,,,Kigoma,Kigoma Urban,Dispensary,YES,LZ
Bakwata Dispensary,Hamza Shetuli,787768125,,Mwanza,Magu,Dispensary,YES,LZ
Chogo Dispensary,Amani Chogo,,"drchogo@yahoo.com, 0784 368733",Mwanza,,Dispensary,YES,LZ
Faith Community Dispensary,,,,Mwanza,,Dispensary,YES,LZ
Huduma Medicare Dispensary,,,,Mwanza,,Dispensary,YES,LZ
Huruma Dispensary,Mr E Makongolo,754020017,,Mwanza,Magu,Dispensary,YES,LZ
Joseph Medicare,F. Sandi,784647288,,Mwanza,Magu,Medical Centre,YES,LZ
Juwa Dispensary,Dr Ibambasi,,"ibambasi@yahoo.com,754303878",Mwanza,,Dispensary,YES,LZ
Kada Dispensary,Mwijabe Magere,,"maromwita@yahoo.com,071330026",Mwanza,,Dispensary,YES,LZ
Kijiji Dispensary,Ascal Singira (Clinical Officer) ,0754 434657,,Mwanza,,Dispensary,YES,LZ
Kiloleli Dispensary,,,,Mwanza,,Dispensary,YES,LZ
Kilombero Dispensary,Dr Kagilwa (MD),713307969,,Mwanza,,Dispensary,YES,LZ
Kulwa Dispensary,Dr Kulwa,754619112,,Mwanza,,Dispensary,YES,LZ
Manumbu Dispensary,,,,Mwanza,,Dispensary,YES,LZ
Msamaria Dispensary,,,,Mwanza,,Dispensary,YES,LZ
Mwananchi Hospital,Dr Mushi,754274552,"mwananchihospital@yahoo.com, ",Mwanza,,Hospital,YES,LZ
Nansio SDA Dispensary,,,,Mwanza,Ukerewe,Dispensary,YES,LZ
Pasiansi SDA Health Centre,,,,Mwanza,,Health Centre,YES,LZ
Taqwa Dispensary,Dr J Mpelumbe,713292721,"takwahealth@yahoo.com, ",Mwanza,,Dispensary,YES,LZ
Tukuyu Dispensary,,,,Mwanza,,Dispensary,YES,LZ
Tumaini Health Centre,Vicent Mhada,754275522,"vicentmhada@yahoo.com, ",Mwanza,,Health Centre,YES,LZ
Urafiki Health Centre,,,,mwanza,,Health Centre,YES,LZ
Usumau Medical Services,Mr R Kaserero,754889910,,Mwanza,,Medical Centre,YES,LZ
Bukoba Medical Centre,Dr Bugimbi (MD),754761586,"bugimbidr@yahoo.com, ",Kagera,Bukoba,Medical Centre,YES,LZ
Family Dispensary,,,,Kagera,bukoba,Dispensary,YES,LZ
Karibu Dispensary,,,,Kagera,Bukoba,Dispensary,YES,LZ
Ndolaga Town Dispensary,,,,Kagera,Bukoba,Dispensary,YES,LZ
Bakwata Mhunze Dispensary,,,,Kishapu,,Dispensary,YES,LZ
Bulyanhulu Mine Health Centre,Gruhen Mtaita,767383838,"emeilgtaita@barrick.com, ",Shinyanga,,Health Centre,YES,LZ
Health and Consultation Centre,Dr E.A Haraka (AMO),754436985,,Shinyanga,,Health Centre,YES,LZ
Maganzo Bakwata Dispensary,,,,Meatu,,Dispensary,YES,LZ
Mwagala Dispensary,,,,Maswa,,Dispensary,YES,LZ
St Joseph Dispensary,Dr J. E Buganga (AMO),784596002,,Shinyanga,,Dispensary,YES,LZ
Wazazi Dispensary,,,,Shinyanga,,Dispensary,YES,LZ
Mzalendo Dispensary,,,,Singida,,Dispensary,YES,LZ
Singida Tumaini Health Centre,Nawaza Mlay,754382177,"tumainihc@yahoo.com, ",Singida,,Health Centre,YES,LZ
Masweya Maternity,Ezelina Shaqsy,787505186,,Singida,,Maternity,YES,LZ
Kinampanda Lutheran Dispensary,,,,Singida,,Dispensary,YES,LZ
James Mwegoha Memorial Dispensary,,,,Dodoma,,Dispensary,YES,LZ
Mackay Medical Centre,Dr Chomella,,alphabeter2000@yahoo.com,Dodoma,,Medical Centre,YES,LZ
Makole Dispensary,Dr Mushi,784333180,,Dodoma,,Dispensary,YES,LZ
Matovolwa Health Centre,Dr Matovolwa,713410090,,Dodoma,,Health Centre,YES,LZ
Morogoro SDA Dispensary,,,,Dodoma,,Dispensary,YES,LZ
the Aga Khan Primary Medical Centre,,,,Dodoma,,Medical Centre,YES,LZ
Ephata Dispensary,Hendrey Mbao,753928833,"kaululeibrahimu@yahoo.com,",Tabora,Manispaa,Dispensary,YES,LZ
Health Diagnostic Lab,Ibrahimu Kaulule,753928833,"kaululeibrahimu@yahoo.com,",Tabora,Manispaa,Laboratory,YES,LZ
Msamaria Mwema Dispensary,,,,Tabora,Kaliua,Dispensary,YES,LZ
Aga Khan Primary Medical Centre,,,,Iringa,,Dispensary,YES,SZ
IMMEC Hospital,,,,Iringa,,Hospital,YES,SZ
Lugoba Hospital,,,,Iringa,Mufindi,Hospital,YES,SZ
Mlandege Dispensary,,,,Iringa,,Dispensary,YES,SZ
Msonsa Dispensary,,,,Iringa,,Dispensary,YES,SZ
Nazareth Dispensary,,,,Iringa,,Dispensary,YES,SZ
Tanwat Co. Ltd,Francis Masanje,,medical.tanwat@africaforests.co.uk,Iringa,,Dispensary,YES,SZ
VIP Dispensary,,,,Iringa,,Dispensary,YES,SZ
Afya Yako Dispensary,,,,Mbeya,Mwakibete,Dispensary,YES,SZ
Babito Pharmacy,Gasper K Singo,773100002,,Mbeya,Mwanjelwa,Pharmacy,YES,SZ
Bulengwa Dispensary,Dr R Mahenge,754606265,,Mbeya,Mwanjelwa,Dispensary,YES,SZ
Central H.D.M.K,,,,Mbeya,Mbeya,,YES,SZ
Dr Mbaya Dispensary,Dr Mbaya Asukunye,714678836,,Mbeya,Mbozi,Dispensary,YES,SZ
Family Care Dispensary,,,,Mbeya,Uhindini,Dispensary,YES,SZ
Hosea Dispensary,,,,Mbeya,Mbozi,Dispensary,YES,SZ
Iganzo SDA Dispensary,,,,Mbeya,Mbeya Urban,Dispensary,YES,SZ
Ilasi Health Centre,Mr Jonas Mbeyale,784632108,,Mbeya,Mbozi,Health Centre,YES,SZ
Imaging Point Ent,Mr Humphrey Kiwelu,754645497,,Mbeya,,,YES,SZ
Kita Medical Store,,,,Mbeya,,,YES,SZ
K's Hospital,Victoria Kanama,784386046,vickykanama@yahoo.com,Mbeya,Mbeya Urban,Hospital,YES,SZ
Lily's Dispensary,Dr Amuli J.D,75650144,,Mbeya,Iyunga,,YES,SZ
Mbeya Surgical Dispensary,Dr E Mwakalobo,753005505,,Mbeya,Mbozi,Dispensary,YES,SZ
Mipa Dispensary,S. A Mwisah,753704556,,Mbeya,Iyunga,Dispensary,YES,SZ
Mwaka Medics,,,,Mbeya,,Dispensary,YES,SZ
Njisi Private Dispensary,,,,Mbeya,Tukuyu,Dispensary,YES,SZ
Nsalaga Dispensary,Dr W.M Singunda,754360341,,Mbeya,Uyole,Dispensary,YES,SZ
Park Medics,William Reuben,784254572,,Mbeya,,Dispensary,YES,SZ
Quick Moscow Medical Services,,,,Mbeya,,Medical Centre,YES,SZ
SDA Kyela Dispensary,,,,Mbeya,Kyela,Dispensary,YES,SZ
SH Tuse Clinic,,,,Mbeya,Sae,Clinic,YES,SZ
Sifika Health Centre,,,,Mbeya,Mbozi,Health Centre,YES,SZ
T.O.H.S Dispensary,,,,Mbeya,,Dispensary,YES,SZ
Thoms Medics,,,,Mbeya,,Dispensary,YES,SZ
Uhai Hospital,Dr W. Mwaipora,755333549,,Mbeya,Block Q,Hospital,YES,SZ
Uyole Hospital,Dr N.K Sijabaje,754056102,,Mbeya,Uyole,Hospital,YES,SZ
Wazalendo Dispensary,,,,Mbeya,Mbalizi,Dispensary,YES,SZ
Tukuyu Dispensary,Dr F Mwailondele (AMAO),784 463646,,Mbeya,Tukuyu,Dispensary,YES,SZ
Amani Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Anet Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Cecilia Phamacy,,,,Ruvuma,Songea,Pharmacy,YES,SZ
Chilewa Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Chisambula Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Consolata Mlawa ,,,,Ruvuma,,Pharmacy,YES,SZ
Day and Night Dispensary,Dr F Mapunda,,,Ruvuma,,Dispensary,YES,SZ
Dr Hyera F. Dispensary,Dr Hyera F. D,755400758,,Ruvuma,,Dispensary,YES,SZ
Dr. G Njowoka Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Furaha Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Giveness,,,,Ruvuma,,Pharmacy,YES,SZ
Haule Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Huruma Laboratory,Mr Chipeta,752455395,,Ruvuma,,Laboratory,YES,SZ
Ibrahim Ally Dispensary,Dr A Gulamali,0784 552264,,Ruvuma,Sokoine Street,Dispensary,YES,SZ
Kilowoko Mani,,,,Ruvuma,,,YES,SZ
Likarangiro Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Mahengu Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Mapunda Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Masika Pharmacy ,,,,Ruvuma,,Pharmacy,YES,SZ
Mfanyakazi Charity Dispensary,,,,Ruvuma,,Dispensary,YES,SZ
Mlawa Pharmacy,,,,Ruvuma,Songea - Lizaboni,Pharmacy,YES,SZ
MSHA Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Mwanasa Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
NPF Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Oscar Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Shamila Diam,,,,Ruvuma,,,YES,SZ
Songea Private Dispensary,Mr P Nshobeilwe,755400961,,Ruvuma,,Dispensary,YES,SZ
Sonia Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
St Francis Clinic,Dr Francis Hyera,754400758,,Ruvuma,Songea,Clinic,YES,SZ
St Francis Dispensary,Cecilius Kapinga ,0784 713708 ,,Ruvuma,,Dispensary,YES,SZ
Toss Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Zenda Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Zulu Pharmacy,,,,Ruvuma,,Pharmacy,YES,SZ
Kasema Dispensary,Charles Kabanga (I/C),0784 553130,,Rukwa,Sumbawanga,Dispensary,YES,SZ
Ufipa Dispensary,Lucas Kasonso,752527232,,Rukwa,Sumbawanga,Dispensary,YES,SZ
Mnzavas Dispensary,Dr E. Mnzava,754644493,,Rukwa,Sumbawanga,Dispensary,YES,SZ
Mdende Dispensary,,,,Rukwa,Sumbawanga,Dispensary,YES,SZ
BAKWATA Dispensary,Mr Edson Ellam,765584996,,Rukwa,Sumbawanga,Dispensary,YES,SZ
SDA Dispensary,Mr Joseph Rudasingwa,755788084,"rwegoacademy@yahoo.com, ",Rukwa,Sumbawanga,Dispensary,YES,SZ
Mkyeku Dispensary,Godwin Mwanyemba,754436055,,Rukwa,Sumbawanga,Dispensary,YES,SZ
Pemba Dispensary,,,,Pemba,,Dispensary,YES,SZ
Zanzibar Dispensary,,,,,Mjini Magharibi,Dispensary,YES,SZ
